_id,Scientific_Name,Common_Name,Date,Year,Month,Day,Time,Country,Country_State_County,State,County,Locality,Latitude,Longitude,Parent_Species,target_H5_HPAI
3294,Charadrius hiaticula,Common Ringed Plover,2014-09-04T00:00:00,2014,9,4,1500,Ireland,IE-M-KY,Munster,Kerry,Ballinskellig Castle and Beach,51.8196,-10.271,Charadrius hiaticula,0
3295,Larus hyperboreus,Glaucous Gull,2018-03-10T00:00:00,2018,3,10,1000,Ireland,IE-L-WW,Leinster,Wicklow,Bray Harbour,53.2087,-6.1009,Larus hyperboreus,0
3296,Larus hyperboreus,Glaucous Gull,2018-03-10T00:00:00,2018,3,10,1000,Ireland,IE-L-WW,Leinster,Wicklow,Bray Harbour,53.2087,-6.1009,Larus hyperboreus,0
3297,Larus hyperboreus,Glaucous Gull,2018-03-10T00:00:00,2018,3,10,1000,Ireland,IE-L-WW,Leinster,Wicklow,Bray Harbour,53.2087,-6.1009,Larus hyperboreus,0
3298,Larus delawarensis,Ring-billed Gull,2018-03-10T00:00:00,2018,3,10,1000,Ireland,IE-L-WW,Leinster,Wicklow,Bray Harbour,53.2087,-6.1009,Larus delawarensis,0
3299,Cinclus cinclus,White-throated Dipper,2018-03-10T00:00:00,2018,3,10,830,Ireland,IE-L-DN,Leinster,Dublin,"33�36 Dodder Road Lower, Templeogue IE-Co. Dublin (53.3050,-6.2793)",53.305,-6.2793,Cinclus cinclus,0
3300,Spinus spinus,Eurasian Siskin,2018-03-04T00:00:00,2018,3,4,1200,Ireland,IE-L-WW,Leinster,Wicklow,"2A Millbank Cottages, Greystones",53.1322,-6.0774,Spinus spinus,0
3301,Spinus spinus,Eurasian Siskin,2018-03-04T00:00:00,2018,3,4,1200,Ireland,IE-L-WW,Leinster,Wicklow,"2A Millbank Cottages, Greystones",53.1322,-6.0774,Spinus spinus,0
3302,Thalasseus sandvicensis,Sandwich Tern,2014-09-04T00:00:00,2014,9,4,1300,Ireland,IE-M-KY,Munster,Kerry,Waterville shore,51.8282,-10.1745,Thalasseus sandvicensis,0
3303,Branta bernicla,Brant,2018-03-09T00:00:00,2018,3,9,1403,Ireland,IE-L-DN,Leinster,Dublin,Ireland's Eye,53.4045,-6.0649,Branta bernicla,1
3304,Fulmarus glacialis,Northern Fulmar,2018-03-09T00:00:00,2018,3,9,1403,Ireland,IE-L-DN,Leinster,Dublin,Ireland's Eye,53.4045,-6.0649,Fulmarus glacialis,0
3305,Morus bassanus,Northern Gannet,2018-03-09T00:00:00,2018,3,9,1403,Ireland,IE-L-DN,Leinster,Dublin,Ireland's Eye,53.4045,-6.0649,Morus bassanus,0
3306,Cepphus grylle,Black Guillemot,2018-03-09T00:00:00,2018,3,9,1403,Ireland,IE-L-DN,Leinster,Dublin,Ireland's Eye,53.4045,-6.0649,Cepphus grylle,0
3307,Rissa tridactyla,Black-legged Kittiwake,2018-03-09T00:00:00,2018,3,9,1403,Ireland,IE-L-DN,Leinster,Dublin,Ireland's Eye,53.4045,-6.0649,Rissa tridactyla,0
3308,Podiceps cristatus,Great Crested Grebe,2018-03-09T00:00:00,2018,3,9,1310,Ireland,IE-L-DN,Leinster,Dublin,Howth Harbour,53.3903,-6.0672,Podiceps cristatus,1
3309,Arenaria interpres,Ruddy Turnstone,2018-03-09T00:00:00,2018,3,9,1310,Ireland,IE-L-DN,Leinster,Dublin,Howth Harbour,53.3903,-6.0672,Arenaria interpres,0
3310,Motacilla alba,White Wagtail,2018-03-09T00:00:00,2018,3,9,1310,Ireland,IE-L-DN,Leinster,Dublin,Howth Harbour,53.3903,-6.0672,Motacilla alba,0
3311,Tadorna tadorna,Common Shelduck,2018-03-09T00:00:00,2018,3,9,1030,Ireland,IE-L-DN,Leinster,Dublin,North Bull Island NR--causeway,53.3726,-6.1591,Tadorna tadorna,1
3312,Tringa totanus,Common Redshank,2018-03-09T00:00:00,2018,3,9,1030,Ireland,IE-L-DN,Leinster,Dublin,North Bull Island NR--causeway,53.3726,-6.1591,Tringa totanus,0
3313,Corvus monedula,Eurasian Jackdaw,2018-03-09T00:00:00,2018,3,9,1030,Ireland,IE-L-DN,Leinster,Dublin,North Bull Island NR--causeway,53.3726,-6.1591,Corvus monedula,0
3314,Cygnus olor,Mute Swan,2018-03-08T00:00:00,2018,3,8,1310,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Cygnus olor,1
3315,Anas platyrhynchos,Mallard,2018-03-08T00:00:00,2018,3,8,1310,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Anas platyrhynchos,1
3316,Aythya fuligula,Tufted Duck,2018-03-08T00:00:00,2018,3,8,1310,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Aythya fuligula,1
3317,Cyanistes caeruleus,Eurasian Blue Tit,2018-03-08T00:00:00,2018,3,8,1310,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Cyanistes caeruleus,0
3318,Erithacus rubecula,European Robin,2018-03-08T00:00:00,2018,3,8,1310,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Erithacus rubecula,0
3319,Turdus viscivorus,Mistle Thrush,2018-03-08T00:00:00,2018,3,8,1310,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Turdus viscivorus,0
3320,Carduelis carduelis,European Goldfinch,2018-03-08T00:00:00,2018,3,8,1310,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Carduelis carduelis,0
3321,Pica pica,Eurasian Magpie,2018-03-08T00:00:00,2018,3,8,1310,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Pica pica,1
3322,Cygnus olor,Mute Swan,2018-03-05T00:00:00,2018,3,5,1808,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Cygnus olor,1
3323,Anas platyrhynchos,Mallard,2018-03-05T00:00:00,2018,3,5,1808,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Anas platyrhynchos,1
3324,Aythya fuligula,Tufted Duck,2018-03-05T00:00:00,2018,3,5,1808,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Aythya fuligula,1
3325,Gallinula chloropus,Eurasian Moorhen,2018-03-05T00:00:00,2018,3,5,1808,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Gallinula chloropus,0
3326,Fulica atra,Eurasian Coot,2018-03-05T00:00:00,2018,3,5,1808,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Fulica atra,0
3327,Larus argentatus,Herring Gull,2018-03-05T00:00:00,2018,3,5,1808,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Larus argentatus,0
3328,Columba palumbus,Common Wood-Pigeon,2018-03-05T00:00:00,2018,3,5,1808,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Columba palumbus,0
3329,Pica pica,Eurasian Magpie,2018-03-05T00:00:00,2018,3,5,1808,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Pica pica,1
3330,Cyanistes caeruleus,Eurasian Blue Tit,2018-03-05T00:00:00,2018,3,5,1808,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Cyanistes caeruleus,0
3331,Aegithalos caudatus,Long-tailed Tit,2018-03-05T00:00:00,2018,3,5,1808,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Aegithalos caudatus,0
3332,Erithacus rubecula,European Robin,2018-03-05T00:00:00,2018,3,5,1808,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Erithacus rubecula,0
3333,Turdus merula,Eurasian Blackbird,2018-03-05T00:00:00,2018,3,5,1808,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Turdus merula,0
3334,Cygnus olor,Mute Swan,2018-03-06T00:00:00,2018,3,6,1440,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Cygnus olor,1
3335,Anas platyrhynchos,Mallard,2018-03-06T00:00:00,2018,3,6,1440,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Anas platyrhynchos,1
3336,Aythya fuligula,Tufted Duck,2018-03-06T00:00:00,2018,3,6,1440,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Aythya fuligula,1
3337,Larus argentatus argentatus/argenteus,Herring Gull (European),2018-03-06T00:00:00,2018,3,6,1440,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Larus argentatus,0
3338,Pica pica,Eurasian Magpie,2018-03-06T00:00:00,2018,3,6,1440,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Pica pica,1
3339,Periparus ater,Coal Tit,2018-03-06T00:00:00,2018,3,6,1440,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Periparus ater,0
3340,Turdus merula,Eurasian Blackbird,2018-03-06T00:00:00,2018,3,6,1440,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Turdus merula,0
3341,Fringilla coelebs,Common Chaffinch,2018-03-06T00:00:00,2018,3,6,1440,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Fringilla coelebs,0
3342,Aythya fuligula,Tufted Duck,2018-03-06T00:00:00,2018,3,6,1440,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Aythya fuligula,1
3343,Tachybaptus ruficollis,Little Grebe,2018-03-07T00:00:00,2018,3,7,1130,Ireland,IE-L-WW,Leinster,Wicklow,East Coast NR,53.0685,-6.0393,Tachybaptus ruficollis,1
3344,Plegadis falcinellus,Glossy Ibis,2018-03-07T00:00:00,2018,3,7,1130,Ireland,IE-L-WW,Leinster,Wicklow,East Coast NR,53.0685,-6.0393,Plegadis falcinellus,0
3345,Parus major,Great Tit,2018-03-07T00:00:00,2018,3,7,1130,Ireland,IE-L-WW,Leinster,Wicklow,East Coast NR,53.0685,-6.0393,Parus major,0
3346,Periparus ater,Coal Tit,2018-03-07T00:00:00,2018,3,7,1130,Ireland,IE-L-WW,Leinster,Wicklow,East Coast NR,53.0685,-6.0393,Periparus ater,0
3347,Pyrrhula pyrrhula,Eurasian Bullfinch,2018-03-07T00:00:00,2018,3,7,1130,Ireland,IE-L-WW,Leinster,Wicklow,East Coast NR,53.0685,-6.0393,Pyrrhula pyrrhula,0
3348,Chloris chloris,European Greenfinch,2018-03-07T00:00:00,2018,3,7,1130,Ireland,IE-L-WW,Leinster,Wicklow,East Coast NR,53.0685,-6.0393,Chloris chloris,0
3349,Columba palumbus,Common Wood-Pigeon,2018-03-07T00:00:00,2018,3,7,1130,Ireland,IE-L-WW,Leinster,Wicklow,East Coast NR,53.0685,-6.0393,Columba palumbus,0
3350,Cygnus olor,Mute Swan,2018-03-07T00:00:00,2018,3,7,1545,Ireland,IE-L-WW,Leinster,Wicklow,Kilcoole--marsh and coast,53.0977,-6.039,Cygnus olor,1
3351,Cygnus olor,Mute Swan,2018-03-07T00:00:00,2018,3,7,1545,Ireland,IE-L-WW,Leinster,Wicklow,Kilcoole--marsh and coast,53.0977,-6.039,Cygnus olor,1
3352,Branta bernicla,Brant,2018-03-07T00:00:00,2018,3,7,1545,Ireland,IE-L-WW,Leinster,Wicklow,Kilcoole--marsh and coast,53.0977,-6.039,Branta bernicla,1
3353,Saxicola rubicola,European Stonechat,2018-03-07T00:00:00,2018,3,7,1545,Ireland,IE-L-WW,Leinster,Wicklow,Kilcoole--marsh and coast,53.0977,-6.039,Saxicola rubicola,0
3354,Sterna dougallii,Roseate Tern,2015-07-04T00:00:00,2015,7,4,900,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Sterna dougallii,0
3355,Sterna dougallii,Roseate Tern,2015-07-04T00:00:00,2015,7,4,900,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Sterna dougallii,0
3356,Sterna dougallii,Roseate Tern,2015-07-04T00:00:00,2015,7,4,900,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Sterna dougallii,0
3357,Sterna dougallii,Roseate Tern,2015-07-04T00:00:00,2015,7,4,900,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Sterna dougallii,0
3358,Sterna dougallii,Roseate Tern,2015-07-04T00:00:00,2015,7,4,900,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Sterna dougallii,0
3359,Sterna hirundo,Common Tern,2015-07-04T00:00:00,2015,7,4,900,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Sterna hirundo,0
3360,Sterna dougallii,Roseate Tern,2015-07-04T00:00:00,2015,7,4,900,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Sterna dougallii,0
3361,Sterna hirundo,Common Tern,2015-07-04T00:00:00,2015,7,4,900,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Sterna hirundo,0
3362,Sterna dougallii,Roseate Tern,2015-07-03T00:00:00,2015,7,3,900,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Sterna dougallii,0
3363,Sterna dougallii,Roseate Tern,2015-07-03T00:00:00,2015,7,3,900,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Sterna dougallii,0
3364,Sterna paradisaea,Arctic Tern,2015-07-11T00:00:00,2015,7,11,830,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Sterna paradisaea,0
3365,Sterna hirundo,Common Tern,2015-07-11T00:00:00,2015,7,11,830,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Sterna hirundo,0
3366,Sterna hirundo,Common Tern,2015-07-22T00:00:00,2015,7,22,900,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Sterna hirundo,0
3367,Cepphus grylle,Black Guillemot,2015-07-22T00:00:00,2015,7,22,900,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Cepphus grylle,0
3368,Rissa tridactyla,Black-legged Kittiwake,2015-07-22T00:00:00,2015,7,22,900,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Rissa tridactyla,0
3369,Cepphus grylle,Black Guillemot,2015-07-23T00:00:00,2015,7,23,745,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Cepphus grylle,0
3370,Cepphus grylle,Black Guillemot,2015-07-23T00:00:00,2015,7,23,745,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Cepphus grylle,0
3371,Rissa tridactyla,Black-legged Kittiwake,2015-07-23T00:00:00,2015,7,23,745,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Rissa tridactyla,0
3372,Rissa tridactyla,Black-legged Kittiwake,2015-07-23T00:00:00,2015,7,23,745,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Rissa tridactyla,0
3373,Sterna hirundo,Common Tern,2015-07-23T00:00:00,2015,7,23,745,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Sterna hirundo,0
3374,Sterna dougallii,Roseate Tern,2015-07-23T00:00:00,2015,7,23,745,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Sterna dougallii,0
3375,Sterna dougallii,Roseate Tern,2015-07-23T00:00:00,2015,7,23,745,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Sterna dougallii,0
3376,Sterna dougallii,Roseate Tern,2015-07-24T00:00:00,2015,7,24,930,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Sterna dougallii,0
3377,Sterna dougallii,Roseate Tern,2015-07-24T00:00:00,2015,7,24,930,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Sterna dougallii,0
3378,Sterna hirundo,Common Tern,2015-07-25T00:00:00,2015,7,25,730,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Sterna hirundo,0
3379,Sterna hirundo,Common Tern,2015-07-25T00:00:00,2015,7,25,730,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Sterna hirundo,0
3380,Sterna dougallii,Roseate Tern,2015-07-25T00:00:00,2015,7,25,730,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Sterna dougallii,0
3381,Sterna hirundo,Common Tern,2015-07-25T00:00:00,2015,7,25,730,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Sterna hirundo,0
3382,Sterna dougallii,Roseate Tern,2015-07-25T00:00:00,2015,7,25,730,Ireland,IE-L-DN,Leinster,Dublin,Rockabill Island (Restricted access),53.597,-6.0044,Sterna dougallii,0
3383,Corvus monedula,Eurasian Jackdaw,1980-09-01T00:00:00,1980,9,1,800,Ireland,IE-M-CE,Munster,Clare,"Bunratty Castle, Bunratty, Ireland",52.6963,-8.8153,Corvus monedula,0
3384,Motacilla alba,White Wagtail,2018-03-17T00:00:00,2018,3,17,931,Ireland,IE-L-DN,Leinster,Dublin,"1 Sorrento Drive, Glenageary IE-Co. Dublin (53.2759,-6.1033)",53.2759,-6.1033,Motacilla alba,0
3385,Pica pica,Eurasian Magpie,2018-03-16T00:00:00,2018,3,16,1320,Ireland,IE-L-DN,Leinster,Dublin,Trinity College Dublin,53.344,-6.2559,Pica pica,1
3386,Turdus merula,Eurasian Blackbird,2018-03-16T00:00:00,2018,3,16,1320,Ireland,IE-L-DN,Leinster,Dublin,Trinity College Dublin,53.344,-6.2559,Turdus merula,0
3387,Erithacus rubecula,European Robin,2018-03-18T00:00:00,2018,3,18,822,Ireland,IE-L-DN,Leinster,Dublin,"Sorrento Road, Glenageary IE-Co. Dublin (53.2710,-6.0970)",53.271,-6.097,Erithacus rubecula,0
3388,Larus sp.,Larus sp.,2018-03-03T00:00:00,2018,3,3,900,Ireland,IE-L-DN,Leinster,Dublin,Sean Walsh Park,53.2849,-6.3669,Larus sp.,0
3389,Larus sp.,Larus sp.,2018-03-03T00:00:00,2018,3,3,900,Ireland,IE-L-DN,Leinster,Dublin,Sean Walsh Park,53.2849,-6.3669,Larus sp.,0
3390,Larus fuscus,Lesser Black-backed Gull,2018-03-18T00:00:00,2018,3,18,730,Ireland,IE-L-WW,Leinster,Wicklow,Bray Harbour,53.2087,-6.1009,Larus fuscus,0
3391,Larus hyperboreus,Glaucous Gull,2018-03-18T00:00:00,2018,3,18,730,Ireland,IE-L-WW,Leinster,Wicklow,Bray Harbour,53.2087,-6.1009,Larus hyperboreus,0
3392,Turdus pilaris,Fieldfare,2018-03-18T00:00:00,2018,3,18,900,Ireland,IE-L-WW,Leinster,Wicklow,East Coast NR,53.0685,-6.0393,Turdus pilaris,1
3393,Turdus pilaris,Fieldfare,2018-03-18T00:00:00,2018,3,18,900,Ireland,IE-L-WW,Leinster,Wicklow,East Coast NR,53.0685,-6.0393,Turdus pilaris,1
3394,Corvus corone,Carrion Crow,2018-03-18T00:00:00,2018,3,18,900,Ireland,IE-L-WW,Leinster,Wicklow,East Coast NR,53.0685,-6.0393,Corvus corone,0
3395,Larus hyperboreus,Glaucous Gull,2018-03-19T00:00:00,2018,3,19,730,Ireland,IE-L-WW,Leinster,Wicklow,Bray Harbour,53.2087,-6.1009,Larus hyperboreus,0
3396,Larus hyperboreus,Glaucous Gull,2018-03-19T00:00:00,2018,3,19,730,Ireland,IE-L-WW,Leinster,Wicklow,Bray Harbour,53.2087,-6.1009,Larus hyperboreus,0
3397,Larus hyperboreus,Glaucous Gull,2018-03-19T00:00:00,2018,3,19,730,Ireland,IE-L-WW,Leinster,Wicklow,Bray Harbour,53.2087,-6.1009,Larus hyperboreus,0
3398,Hydrocoloeus minutus,Little Gull,2018-03-19T00:00:00,2018,3,19,830,Ireland,IE-L-WW,Leinster,Wicklow,Bray South Beach,53.2006,-6.0955,Hydrocoloeus minutus,0
3399,Hydrocoloeus minutus,Little Gull,2018-03-19T00:00:00,2018,3,19,830,Ireland,IE-L-WW,Leinster,Wicklow,Bray South Beach,53.2006,-6.0955,Hydrocoloeus minutus,0
3400,Hydrocoloeus minutus,Little Gull,2018-03-19T00:00:00,2018,3,19,830,Ireland,IE-L-WW,Leinster,Wicklow,Bray South Beach,53.2006,-6.0955,Hydrocoloeus minutus,0
3401,Ichthyaetus melanocephalus,Mediterranean Gull,2018-03-19T00:00:00,2018,3,19,830,Ireland,IE-L-WW,Leinster,Wicklow,Bray South Beach,53.2006,-6.0955,Ichthyaetus melanocephalus,0
3402,Larus delawarensis,Ring-billed Gull,2018-03-19T00:00:00,2018,3,19,830,Ireland,IE-L-WW,Leinster,Wicklow,Bray South Beach,53.2006,-6.0955,Larus delawarensis,0
3403,Larus delawarensis,Ring-billed Gull,2018-03-19T00:00:00,2018,3,19,830,Ireland,IE-L-WW,Leinster,Wicklow,Bray South Beach,53.2006,-6.0955,Larus delawarensis,0
3404,Pyrrhula pyrrhula,Eurasian Bullfinch,2018-03-19T00:00:00,2018,3,19,945,Ireland,IE-L-WW,Leinster,Wicklow,East Coast NR,53.0685,-6.0393,Pyrrhula pyrrhula,0
3405,Pyrrhula pyrrhula,Eurasian Bullfinch,2018-03-19T00:00:00,2018,3,19,945,Ireland,IE-L-WW,Leinster,Wicklow,East Coast NR,53.0685,-6.0393,Pyrrhula pyrrhula,0
3406,Emberiza schoeniclus,Reed Bunting,2018-03-19T00:00:00,2018,3,19,945,Ireland,IE-L-WW,Leinster,Wicklow,East Coast NR,53.0685,-6.0393,Emberiza schoeniclus,0
3407,Anthus pratensis,Meadow Pipit,2018-03-19T00:00:00,2018,3,19,945,Ireland,IE-L-WW,Leinster,Wicklow,East Coast NR,53.0685,-6.0393,Anthus pratensis,0
3408,Parus major,Great Tit,2018-03-19T00:00:00,2018,3,19,945,Ireland,IE-L-WW,Leinster,Wicklow,East Coast NR,53.0685,-6.0393,Parus major,0
3409,Plegadis falcinellus,Glossy Ibis,2018-03-19T00:00:00,2018,3,19,945,Ireland,IE-L-WW,Leinster,Wicklow,East Coast NR,53.0685,-6.0393,Plegadis falcinellus,0
3410,Larus argentatus smithsonianus,Herring Gull (American),2018-03-19T00:00:00,2018,3,19,1410,Ireland,IE-M-CE,Munster,Clare,Kilkee Beach and Bay--East End,52.6831,-9.6504,Larus argentatus,0
3411,Larus argentatus smithsonianus,Herring Gull (American),2018-03-19T00:00:00,2018,3,19,1410,Ireland,IE-M-CE,Munster,Clare,Kilkee Beach and Bay--East End,52.6831,-9.6504,Larus argentatus,0
3412,Larus argentatus smithsonianus,Herring Gull (American),2018-03-19T00:00:00,2018,3,19,1410,Ireland,IE-M-CE,Munster,Clare,Kilkee Beach and Bay--East End,52.6831,-9.6504,Larus argentatus,0
3413,Larus argentatus smithsonianus,Herring Gull (American),2018-03-19T00:00:00,2018,3,19,1410,Ireland,IE-M-CE,Munster,Clare,Kilkee Beach and Bay--East End,52.6831,-9.6504,Larus argentatus,0
3414,Larus argentatus smithsonianus,Herring Gull (American),2018-03-19T00:00:00,2018,3,19,1410,Ireland,IE-M-CE,Munster,Clare,Kilkee Beach and Bay--East End,52.6831,-9.6504,Larus argentatus,0
3415,Larus argentatus smithsonianus,Herring Gull (American),2018-03-19T00:00:00,2018,3,19,1410,Ireland,IE-M-CE,Munster,Clare,Kilkee Beach and Bay--East End,52.6831,-9.6504,Larus argentatus,0
3416,Larus argentatus smithsonianus,Herring Gull (American),2018-03-19T00:00:00,2018,3,19,1410,Ireland,IE-M-CE,Munster,Clare,Kilkee Beach and Bay--East End,52.6831,-9.6504,Larus argentatus,0
3417,Larus argentatus smithsonianus,Herring Gull (American),2018-03-19T00:00:00,2018,3,19,1410,Ireland,IE-M-CE,Munster,Clare,Kilkee Beach and Bay--East End,52.6831,-9.6504,Larus argentatus,0
3418,Larus argentatus smithsonianus,Herring Gull (American),2018-03-19T00:00:00,2018,3,19,1410,Ireland,IE-M-CE,Munster,Clare,Kilkee Beach and Bay--East End,52.6831,-9.6504,Larus argentatus,0
3419,Corvus frugilegus,Rook,2018-03-20T00:00:00,2018,3,20,1108,Ireland,IE-L-LH,Leinster,Louth,"Milltown, Co. Louth, Milltown IE-Co. Louth (53.9320,-6.4175)",53.932,-6.4175,Corvus frugilegus,0
3420,Larus argentatus,Herring Gull,2018-03-19T00:00:00,2018,3,19,1710,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Larus argentatus,0
3421,Aythya fuligula,Tufted Duck,2018-03-19T00:00:00,2018,3,19,1710,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Aythya fuligula,1
3422,Fulica atra,Eurasian Coot,2018-03-19T00:00:00,2018,3,19,1710,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Fulica atra,0
3423,Fulmarus glacialis,Northern Fulmar,2018-03-16T00:00:00,2018,3,16,1300,Ireland,IE-L-WW,Leinster,Wicklow,Bray Head,53.1851,-6.0765,Fulmarus glacialis,0
3424,Larus marinus,Great Black-backed Gull,2018-03-16T00:00:00,2018,3,16,1300,Ireland,IE-L-WW,Leinster,Wicklow,Bray Head,53.1851,-6.0765,Larus marinus,1
3425,Corvus monedula,Eurasian Jackdaw,2018-03-16T00:00:00,2018,3,16,1300,Ireland,IE-L-WW,Leinster,Wicklow,Bray Head,53.1851,-6.0765,Corvus monedula,0
3426,Phalacrocorax aristotelis,European Shag,2018-03-16T00:00:00,2018,3,16,1300,Ireland,IE-L-WW,Leinster,Wicklow,Bray Head,53.1851,-6.0765,Phalacrocorax aristotelis,0
3427,Morus bassanus,Northern Gannet,2011-07-03T00:00:00,2011,7,3,0,Ireland,IE-L-DN,Leinster,Dublin,Ireland's Eye,53.4045,-6.0649,Morus bassanus,0
3428,Phalacrocorax carbo,Great Cormorant,2011-07-03T00:00:00,2011,7,3,0,Ireland,IE-L-DN,Leinster,Dublin,Ireland's Eye,53.4045,-6.0649,Phalacrocorax carbo,0
3429,Haematopus ostralegus,Eurasian Oystercatcher,2011-07-03T00:00:00,2011,7,3,0,Ireland,IE-L-DN,Leinster,Dublin,Ireland's Eye,53.4045,-6.0649,Haematopus ostralegus,0
3430,Phalacrocorax aristotelis,European Shag,2011-07-03T00:00:00,2011,7,3,0,Ireland,IE-L-DN,Leinster,Dublin,Ireland's Eye,53.4045,-6.0649,Phalacrocorax aristotelis,0
3431,Charadrius hiaticula,Common Ringed Plover,2011-07-03T00:00:00,2011,7,3,0,Ireland,IE-L-DN,Leinster,Dublin,Ireland's Eye,53.4045,-6.0649,Charadrius hiaticula,0
